0,22790
1,10393
2,10252
3,19252
4,9016
5,9052
6,16981
7,16423
8,7790
9,15608
10,14950
11,14394
12,6946
13,13340
14,18771
15,12019
16,12032
17,11800
18,17544
19,11832
20,11932
21,12269
22,12524
23,19204
24,12495
25,12122
26,11536
27,11329
28,17031
29,11623
30,11649
31,17153
32,11338
33,16554
34,11170
35,10965
36,16557
37,11452
38,12065
39,13927
40,19626
41,11903
42,14015
43,18750
44,28739
45,0
46,0
47,38071
48,0
49,49348
50,0
51,0
52,0
53,75105
54,0
55,0
56,0
57,0
58,0
59,94966
60,0
61,0
62,0
63,0
64,0
65,0
66,129129
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,129242
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,146749
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,181010
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,164112
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,239442
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,184461
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,182587
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,169770
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,186548
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,204150
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,123206
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,105143
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,70125
227,0
228,0
229,0
230,0
231,0
232,57526
233,0
234,0
235,0
236,48219
237,0
238,0
239,47790
240,0
241,0
242,0
243,32697
244,0
245,30371
246,0
247,0
248,39526
249,0
250,0
251,24734
252,0
253,16896
254,9356
255,0
