0,12388
1,11840
2,8921
3,10384
4,11830
5,9816
6,10538
7,11198
8,12455
9,13570
10,4693
11,9931
12,14940
13,10645
14,11157
15,5864
16,12027
17,19028
18,0
19,13292
20,14246
21,7248
22,16097
23,9078
24,20159
25,0
26,10941
27,12130
28,31824
29,0
30,0
31,19144
32,0
33,46221
34,0
35,0
36,0
37,20603
38,0
39,42303
40,0
41,0
42,0
43,29229
44,0
45,0
46,27941
47,0
48,0
49,54105
50,0
51,0
52,0
53,0
54,26976
55,0
56,55751
57,0
58,0
59,0
60,0
61,0
62,28605
63,0
64,86203
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,39572
74,0
75,0
76,44340
77,0
78,0
79,0
80,105391
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,48435
91,0
92,0
93,0
94,0
95,112967
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,43837
107,0
108,0
109,0
110,44238
111,0
112,0
113,0
114,96342
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,50251
124,0
125,0
126,0
127,0
128,83787
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,44125
137,0
138,0
139,0
140,86672
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,42700
149,0
150,0
151,0
152,82435
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,59109
161,0
162,0
163,0
164,0
165,49977
166,0
167,0
168,0
169,0
170,117426
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,61350
182,0
183,0
184,0
185,0
186,0
187,96742
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,63046
197,0
198,0
199,0
200,0
201,0
202,126812
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,65127
215,0
216,0
217,0
218,0
219,0
220,67754
221,0
222,0
223,0
224,0
225,0
226,0
227,80062
228,0
229,0
230,0
231,0
232,0
233,0
234,55166
235,0
236,0
237,0
238,0
239,75327
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,23593
248,0
249,39592
250,0
251,0
252,0
253,14026
254,6510
255,0
