0,7666
1,7966
2,7332
3,9798
4,5900
5,9841
6,5088
7,12505
8,7344
9,8798
10,10106
11,0
12,11432
13,21859
14,0
15,0
16,32590
17,0
18,0
19,0
20,29900
21,0
22,0
23,0
24,29007
25,0
26,0
27,0
28,26336
29,0
30,0
31,0
32,26851
33,0
34,0
35,20469
36,0
37,0
38,20903
39,0
40,19070
41,0
42,0
43,21882
44,0
45,0
46,21749
47,0
48,0
49,20081
50,0
51,22735
52,0
53,0
54,22150
55,0
56,0
57,23701
58,0
59,0
60,23938
61,0
62,0
63,0
64,30506
65,0
66,0
67,0
68,24346
69,0
70,0
71,25080
72,0
73,0
74,19759
75,0
76,0
77,18060
78,0
79,16253
80,0
81,16270
82,0
83,22894
84,0
85,0
86,25748
87,0
88,0
89,0
90,22732
91,0
92,0
93,24426
94,0
95,0
96,19007
97,0
98,22345
99,0
100,0
101,22700
102,0
103,0
104,22198
105,0
106,0
107,24378
108,0
109,0
110,27397
111,0
112,0
113,0
114,24995
115,0
116,0
117,22264
118,0
119,0
120,26663
121,0
122,0
123,0
124,29640
125,0
126,0
127,0
128,27617
129,0
130,0
131,28014
132,0
133,0
134,0
135,25530
136,0
137,0
138,25793
139,0
140,0
141,0
142,27991
143,0
144,0
145,34029
146,0
147,0
148,0
149,0
150,34413
151,0
152,0
153,0
154,35414
155,0
156,0
157,0
158,0
159,31959
160,0
161,0
162,0
163,38782
164,0
165,0
166,0
167,0
168,36393
169,0
170,0
171,0
172,0
173,36507
174,0
175,0
176,0
177,0
178,38684
179,0
180,0
181,0
182,0
183,44015
184,0
185,0
186,0
187,0
188,0
189,39789
190,0
191,0
192,0
193,0
194,41072
195,0
196,0
197,0
198,0
199,44747
200,0
201,0
202,0
203,0
204,0
205,42845
206,0
207,0
208,0
209,0
210,0
211,53402
212,0
213,0
214,0
215,0
216,0
217,0
218,36914
219,0
220,0
221,0
222,0
223,39011
224,0
225,0
226,0
227,0
228,31935
229,0
230,0
231,0
232,38633
233,0
234,0
235,0
236,0
237,30929
238,0
239,0
240,0
241,31135
242,0
243,0
244,0
245,36572
246,0
247,0
248,0
249,0
250,32441
251,0
252,0
253,0
254,0
255,0
